gender,race,age,Calendar Year,Attrition,hire_date
0,7,3,2018,0,1356879600
0,7,2,2013,1,1356879600
0,7,2,2014,1,1356879600
1,7,2,2013,1,1356879600
1,7,2,2014,1,1356879600
1,7,1,2013,1,1380380400
1,7,1,2014,1,1380380400
1,7,1,2015,1,1380380400
1,7,1,2016,1,1380380400
1,7,1,2017,1,1380380400
1,7,1,2015,0,1436022000
1,7,1,2016,0,1436022000
1,7,1,2017,0,1436022000
1,7,1,2018,0,1436022000
1,7,1,2017,0,1509807600
1,7,1,2018,0,1509807600
1,7,4,2013,1,1375542000
1,7,5,2014,1,1375542000
1,7,5,2015,1,1375542000
1,7,5,2016,1,1375542000
1,7,1,2014,1,1393945200
1,7,1,2015,1,1393945200
1,7,1,2016,1,1393945200
1,7,4,2016,0,1463842800
1,7,4,2017,0,1463842800
1,7,4,2018,0,1463842800
0,7,1,2015,1,1442070000
0,7,1,2016,1,1442070000
1,7,4,2019,0,1463842800
1,7,1,2019,0,1509807600
1,7,1,2019,0,1436022000
1,7,2,2019,0,1356879600
1,7,4,2019,1,1356879600
0,7,3,2019,0,1356879600
1,7,4,2020,0,1356879600
0,7,3,2020,0,1356879600
1,7,1,2020,0,1436022000
1,7,1,2020,0,1509807600
1,7,4,2020,0,1463842800
1,0,2,2013,0,1356879600
1,0,2,2014,0,1356879600
1,0,2,2015,0,1356879600
1,0,2,2016,0,1356879600
1,0,2,2017,0,1356879600
1,0,2,2018,0,1356879600
1,0,2,2019,0,1356879600
1,0,2,2020,0,1356879600
1,1,1,2013,0,1374332400
1,1,1,2014,0,1374332400
1,1,1,2015,0,1374332400
1,1,1,2016,0,1374332400
1,1,1,2017,0,1374332400
1,1,1,2018,0,1374332400
1,1,1,2019,0,1374332400
1,1,1,2020,0,1374332400
1,3,3,2013,0,1356879600
1,3,3,2014,0,1356879600
1,3,3,2015,0,1356879600
1,3,3,2016,0,1356879600
1,3,3,2017,0,1356879600
1,3,4,2018,0,1356879600
1,3,1,2015,1,1443279600
1,3,1,2016,1,1443279600
1,3,2,2019,1,1553353200
1,3,4,2019,0,1356879600
1,3,4,2020,0,1356879600
1,3,2,2020,0,1553353200
0,3,2,2020,0,1579964400
1,6,2,2015,0,1450537200
1,6,2,2016,0,1450537200
1,6,2,2017,0,1450537200
1,6,2,2018,0,1450537200
0,6,3,2016,0,1454166000
0,6,3,2017,0,1454166000
1,6,2,2019,0,1450537200
1,6,2,2020,0,1450537200
0,7,5,2013,1,1356879600
0,7,5,2014,1,1356879600
1,7,5,2013,0,1356879600
1,7,5,2014,0,1356879600
1,7,5,2015,0,1356879600
1,7,5,2016,0,1356879600
1,7,5,2017,0,1356879600
1,7,5,2018,0,1356879600
1,7,5,2013,1,1356879600
1,7,5,2014,1,1356879600
1,7,5,2015,1,1356879600
1,7,5,2013,1,1356879600
1,7,4,2013,1,1356879600
1,7,4,2013,0,1356879600
1,7,4,2014,0,1356879600
1,7,4,2015,0,1356879600
0,7,2,2013,0,1356879600
0,7,2,2014,0,1356879600
0,7,2,2015,0,1356879600
0,7,2,2016,0,1356879600
0,7,2,2017,0,1356879600
0,7,2,2018,0,1356879600
0,7,4,2013,0,1356879600
0,7,4,2014,0,1356879600
0,7,4,2015,0,1356879600
0,7,5,2016,0,1356879600
0,7,5,2017,0,1356879600
0,7,5,2018,0,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,3,2017,0,1356879600
1,7,3,2018,0,1356879600
1,7,1,2013,1,1356879600
1,7,1,2014,1,1356879600
1,7,2,2015,1,1356879600
1,7,2,2016,1,1356879600
1,7,2,2017,1,1356879600
1,7,2,2018,1,1356879600
1,7,1,2013,0,1356879600
1,7,1,2014,0,1356879600
1,7,1,2015,0,1356879600
1,7,1,2016,0,1356879600
1,7,1,2017,0,1356879600
0,7,4,2013,0,1375542000
0,7,4,2014,0,1375542000
0,7,4,2015,0,1375542000
0,7,4,2016,0,1375542000
0,7,4,2017,0,1375542000
0,7,4,2018,0,1375542000
1,7,4,2014,0,1410620400
1,7,4,2015,0,1410620400
1,7,4,2016,0,1410620400
1,7,4,2013,0,1376751600
1,7,4,2014,0,1376751600
1,7,4,2015,0,1376751600
1,7,4,2016,0,1376751600
1,7,4,2017,0,1376751600
1,7,4,2018,0,1376751600
0,7,2,2015,0,1421679600
0,7,2,2016,0,1421679600
0,7,1,2016,1,1467644400
1,7,1,2016,1,1475938800
1,7,1,2017,1,1475938800
1,7,1,2018,1,1475938800
1,7,2,2018,0,1518274800
1,7,3,2018,0,1521903600
1,7,2,2018,0,1532790000
1,7,2,2019,1,1532790000
1,7,3,2019,0,1521903600
1,7,2,2019,0,1518274800
1,7,4,2019,0,1376751600
1,7,3,2019,0,1356879600
1,7,5,2019,0,1356879600
0,7,5,2019,0,1375542000
0,7,5,2019,0,1356879600
0,7,2,2019,0,1356879600
1,7,5,2020,0,1356879600
1,7,2,2020,0,1356879600
0,7,2,2020,0,1356879600
0,7,5,2020,0,1356879600
1,7,3,2020,0,1356879600
0,7,5,2020,0,1375542000
1,7,4,2020,0,1376751600
1,7,3,2020,0,1518274800
1,7,3,2020,0,1521903600
1,7,2,2020,0,1532790000
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,3,2017,0,1356879600
1,7,3,2018,0,1356879600
1,7,4,2019,0,1356879600
1,7,4,2020,0,1356879600
1,3,4,2013,1,1356879600
1,3,4,2014,1,1356879600
1,3,5,2015,1,1356879600
1,7,3,2013,1,1356879600
1,7,3,2014,1,1356879600
1,7,3,2015,1,1356879600
1,7,4,2014,0,1356879600
1,7,4,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,3,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,4,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,4,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,4,2020,0,1356879600
0,0,1,2020,1,1595689200
1,1,4,2013,0,1356879600
1,1,4,2014,0,1356879600
1,1,4,2015,0,1356879600
1,1,4,2016,0,1356879600
1,1,4,2017,0,1356879600
1,1,5,2018,0,1356879600
1,1,4,2013,0,1356879600
1,1,4,2014,0,1356879600
1,1,4,2015,0,1356879600
1,1,4,2016,0,1356879600
1,1,4,2017,0,1356879600
1,1,4,2018,0,1356879600
1,1,3,2013,0,1356879600
1,1,3,2014,0,1356879600
1,1,3,2015,0,1356879600
1,1,4,2016,0,1356879600
1,1,4,2017,0,1356879600
1,1,4,2018,0,1356879600
1,1,4,2013,0,1356879600
1,1,4,2014,0,1356879600
1,1,4,2015,0,1356879600
1,1,4,2016,0,1356879600
1,1,4,2017,0,1356879600
1,1,4,2018,0,1356879600
1,1,3,2013,0,1356879600
1,1,3,2014,0,1356879600
1,1,3,2015,0,1356879600
1,1,3,2016,0,1356879600
1,1,3,2017,0,1356879600
1,1,4,2018,0,1356879600
1,1,3,2015,0,1438441200
1,1,3,2016,0,1438441200
1,1,3,2017,0,1438441200
1,1,4,2014,1,1402239600
1,1,4,2015,1,1402239600
1,1,4,2016,1,1402239600
1,1,4,2017,1,1402239600
1,1,4,2015,1,1438441200
1,1,4,2016,1,1438441200
1,1,2,2019,0,1572706800
1,1,4,2019,0,1356879600
1,1,4,2019,0,1356879600
1,1,4,2019,0,1356879600
1,1,4,2019,0,1356879600
1,1,5,2019,0,1356879600
1,1,5,2020,0,1356879600
1,1,4,2020,0,1356879600
1,1,4,2020,0,1356879600
1,1,4,2020,0,1356879600
1,1,4,2020,0,1356879600
1,1,2,2020,0,1572706800
1,2,4,2013,0,1356879600
1,2,4,2014,0,1356879600
1,2,5,2015,0,1356879600
1,2,5,2016,0,1356879600
1,2,5,2017,0,1356879600
1,2,5,2018,0,1356879600
1,2,5,2013,1,1356879600
1,2,5,2014,1,1356879600
1,2,5,2015,1,1356879600
1,2,5,2016,1,1356879600
1,2,5,2017,1,1356879600
1,2,3,2013,0,1356879600
1,2,3,2014,0,1356879600
1,2,3,2015,0,1356879600
1,2,3,2016,0,1356879600
1,2,3,2017,0,1356879600
1,2,4,2018,0,1356879600
1,2,3,2016,0,1452956400
1,2,3,2017,0,1452956400
1,2,3,2018,0,1452956400
1,2,2,2018,0,1525532400
1,2,2,2019,0,1525532400
1,2,1,2019,0,1554562800
1,2,3,2019,0,1452956400
1,2,4,2019,0,1356879600
1,2,5,2019,0,1356879600
1,2,5,2020,0,1356879600
1,2,4,2020,0,1356879600
1,2,3,2020,0,1452956400
1,2,3,2020,0,1525532400
1,2,1,2020,0,1554562800
1,2,1,2020,0,1596898800
0,3,4,2013,1,1356879600
0,3,4,2014,1,1356879600
0,3,5,2015,1,1356879600
0,3,5,2016,1,1356879600
0,3,5,2017,1,1356879600
0,3,3,2013,0,1356879600
0,3,3,2014,0,1356879600
0,3,3,2015,0,1356879600
0,3,3,2016,0,1356879600
0,3,3,2017,0,1356879600
0,3,3,2018,0,1356879600
0,3,4,2013,1,1356879600
0,3,4,2014,1,1356879600
0,3,4,2015,1,1356879600
1,3,4,2013,0,1356879600
1,3,4,2014,0,1356879600
1,3,4,2015,0,1356879600
1,3,4,2016,0,1356879600
1,3,4,2017,0,1356879600
0,3,3,2013,1,1356879600
0,3,3,2014,1,1356879600
0,3,3,2015,1,1356879600
1,3,3,2013,0,1356879600
1,3,3,2014,0,1356879600
1,3,3,2015,0,1356879600
1,3,3,2016,0,1356879600
1,3,4,2017,0,1356879600
1,3,4,2018,0,1356879600
1,3,3,2013,0,1356879600
1,3,3,2014,0,1356879600
1,3,3,2015,0,1356879600
1,3,3,2016,0,1356879600
1,3,4,2017,0,1356879600
1,3,4,2018,0,1356879600
1,3,3,2013,0,1356879600
1,3,3,2014,0,1356879600
1,3,3,2015,0,1356879600
1,3,3,2016,0,1356879600
1,3,3,2017,0,1356879600
1,3,4,2018,0,1356879600
1,3,3,2016,1,1474729200
1,3,2,2018,0,1479567600
1,3,1,2016,0,1479567600
1,3,1,2017,0,1479567600
1,3,2,2019,0,1479567600
1,3,4,2019,0,1356879600
1,3,4,2019,0,1356879600
0,3,3,2019,0,1356879600
0,3,3,2020,0,1356879600
1,3,4,2020,0,1356879600
1,3,4,2020,0,1356879600
1,3,2,2020,0,1479567600
1,6,2,2015,0,1442070000
1,6,2,2016,0,1442070000
1,6,2,2017,0,1442070000
1,6,2,2018,0,1442070000
1,6,2,2019,0,1442070000
1,6,2,2020,1,1442070000
0,7,3,2013,0,1356879600
0,7,3,2014,0,1356879600
0,7,3,2015,0,1356879600
0,7,4,2016,0,1356879600
0,7,4,2017,0,1356879600
0,7,4,2018,0,1356879600
1,7,4,2013,1,1356879600
1,7,4,2013,0,1356879600
1,7,4,2014,0,1356879600
1,7,4,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,3,2013,0,1356879600
1,7,3,2013,0,1356879600
1,7,4,2014,0,1356879600
1,7,4,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,0,2013,0,1356879600
1,7,1,2014,0,1356879600
1,7,1,2015,0,1356879600
1,7,1,2016,0,1356879600
1,7,1,2017,0,1356879600
1,7,1,2018,0,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,1,1437231600
1,7,1,2017,0,1503759600
1,7,1,2018,0,1503759600
1,7,1,2019,0,1503759600
1,7,1,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,5,2019,0,1356879600
0,7,4,2019,0,1356879600
0,7,4,2020,0,1356879600
1,7,5,2020,1,1356879600
1,7,4,2020,0,1356879600
1,7,1,2020,1,1356879600
1,7,1,2020,1,1503759600
0,1,4,2013,1,1356879600
0,1,4,2014,1,1356879600
0,1,4,2015,1,1356879600
0,1,4,2016,1,1356879600
0,1,4,2017,1,1356879600
0,1,4,2018,1,1356879600
1,1,4,2013,0,1356879600
1,1,4,2014,0,1356879600
1,1,4,2015,0,1356879600
1,1,4,2016,0,1356879600
1,1,4,2017,0,1356879600
1,1,4,2018,0,1356879600
1,1,1,2015,0,1382799600
0,1,1,2016,0,1472310000
0,1,1,2017,0,1472310000
0,1,1,2018,0,1472310000
0,1,2,2018,0,1501340400
1,1,4,2019,1,1356879600
1,1,4,2020,0,1356879600
1,2,2,2013,1,1356879600
1,2,3,2014,1,1356879600
1,2,3,2015,1,1356879600
0,2,3,2013,0,1356879600
0,2,3,2014,0,1356879600
0,2,3,2015,0,1356879600
0,2,3,2016,0,1356879600
0,2,3,2017,0,1356879600
0,2,4,2018,0,1356879600
1,2,3,2013,0,1356879600
1,2,3,2014,0,1356879600
1,2,3,2015,0,1356879600
1,2,3,2016,0,1356879600
1,2,4,2017,0,1356879600
1,2,4,2018,0,1356879600
1,2,2,2013,0,1374418800
1,2,2,2014,0,1374418800
1,2,3,2015,0,1374418800
1,2,3,2016,0,1374418800
0,2,4,2017,0,1494082800
0,2,4,2018,0,1494082800
1,2,4,2019,0,1356879600
1,2,3,2019,0,1374418800
0,2,4,2019,1,1494082800
0,2,4,2019,0,1356879600
0,2,4,2020,0,1356879600
1,2,4,2020,0,1356879600
1,2,3,2020,0,1374418800
0,2,4,2020,0,1494082800
0,3,3,2013,0,1356879600
0,3,4,2013,0,1356879600
0,3,5,2014,0,1356879600
0,3,5,2015,0,1356879600
0,3,5,2016,0,1356879600
0,3,5,2017,0,1356879600
0,3,5,2018,0,1356879600
1,3,1,2013,1,1356879600
1,3,1,2014,1,1356879600
1,3,1,2015,1,1356879600
1,3,1,2017,0,1421679600
1,3,1,2018,0,1421679600
1,3,3,2019,0,1566658800
1,3,1,2019,0,1421679600
0,3,5,2019,1,1356879600
0,3,5,2020,0,1356879600
1,3,1,2020,0,1421679600
1,3,3,2020,1,1566658800
0,7,5,2013,1,1356879600
0,7,5,2014,1,1356879600
0,7,5,2015,1,1356879600
0,7,5,2016,1,1356879600
0,7,5,2017,1,1356879600
0,7,5,2018,1,1356879600
0,7,5,2013,0,1356879600
0,7,5,2014,0,1356879600
0,7,5,2015,0,1356879600
0,7,5,2016,0,1356879600
0,7,5,2017,0,1356879600
0,7,5,2018,0,1356879600
0,7,3,2013,0,1356879600
1,7,5,2013,0,1356879600
1,7,5,2014,0,1356879600
1,7,5,2015,0,1356879600
1,7,5,2016,0,1356879600
1,7,5,2017,0,1356879600
1,7,5,2018,0,1356879600
1,7,4,2013,1,1356879600
1,7,5,2013,1,1356879600
1,7,5,2014,1,1356879600
1,7,5,2015,1,1356879600
1,7,5,2016,1,1356879600
1,7,2,2013,0,1356879600
1,7,2,2014,0,1356879600
1,7,2,2015,0,1356879600
1,7,2,2016,0,1356879600
1,7,2,2017,0,1356879600
1,7,2,2018,0,1356879600
1,7,4,2016,0,1454166000
1,7,4,2017,0,1454166000
1,7,4,2018,0,1454166000
0,7,4,2016,1,1475938800
0,7,4,2017,1,1475938800
0,7,3,2017,1,1496502000
0,7,1,2018,0,1530370800
1,7,4,2019,0,1559401200
1,7,2,2019,0,1356879600
1,7,5,2019,0,1356879600
0,7,2,2019,0,1530370800
0,7,5,2019,1,1356879600
0,7,5,2020,0,1356879600
1,7,5,2020,1,1356879600
1,7,3,2020,0,1356879600
0,7,2,2020,0,1530370800
1,7,4,2020,0,1559401200
0,1,3,2013,0,1356879600
0,1,3,2014,0,1356879600
0,1,3,2015,0,1356879600
0,1,3,2016,0,1356879600
0,1,3,2017,0,1356879600
0,1,3,2018,0,1356879600
0,1,3,2013,0,1356879600
0,1,3,2014,0,1356879600
0,1,3,2015,0,1356879600
0,1,4,2016,0,1356879600
0,1,4,2017,0,1356879600
0,1,4,2018,0,1356879600
1,1,3,2013,0,1356879600
1,1,3,2014,0,1356879600
1,1,4,2015,0,1356879600
1,1,4,2016,0,1356879600
1,1,4,2017,0,1356879600
1,1,4,2018,0,1356879600
0,1,3,2013,0,1356879600
0,1,4,2014,0,1356879600
0,1,4,2015,0,1356879600
0,1,4,2016,0,1356879600
0,1,4,2017,0,1356879600
0,1,4,2018,0,1356879600
1,1,2,2013,0,1356879600
1,1,3,2014,0,1356879600
1,1,3,2015,0,1356879600
1,1,3,2016,0,1356879600
1,1,3,2017,0,1356879600
1,1,3,2018,0,1356879600
1,1,5,2013,1,1356879600
0,1,4,2013,1,1356879600
1,1,2,2013,1,1356879600
1,1,2,2014,1,1356879600
1,1,2,2015,1,1356879600
1,1,2,2016,1,1356879600
0,1,4,2013,1,1356879600
0,1,4,2014,1,1356879600
0,1,4,2015,1,1356879600
1,1,2,2013,0,1356879600
1,1,3,2014,0,1356879600
1,1,3,2015,0,1356879600
1,1,3,2016,0,1356879600
1,1,3,2017,0,1356879600
1,1,3,2018,0,1356879600
1,1,2,2016,0,1356879600
1,1,2,2017,0,1356879600
0,1,2,2013,1,1356879600
0,1,2,2014,1,1356879600
0,1,2,2015,1,1356879600
0,1,1,2013,1,1356879600
0,1,1,2014,1,1356879600
0,1,1,2015,1,1356879600
0,1,1,2016,1,1356879600
0,1,2,2017,1,1356879600
0,1,3,2013,1,1356879600
0,1,3,2014,1,1356879600
0,1,3,2015,1,1356879600
0,1,3,2016,1,1356879600
0,1,3,2017,1,1356879600
0,1,3,2018,1,1356879600
1,1,1,2015,1,1356879600
1,1,1,2016,1,1356879600
0,1,2,2018,0,1356879600
1,1,2,2016,0,1363446000
1,1,2,2017,0,1363446000
1,1,2,2018,0,1363446000
0,1,3,2013,0,1356879600
0,1,3,2014,0,1356879600
0,1,3,2015,0,1356879600
0,1,2,2015,0,1382799600
0,1,3,2016,0,1382799600
0,1,3,2017,0,1382799600
0,1,3,2018,0,1382799600
1,1,1,2016,0,1363446000
1,1,1,2017,0,1363446000
1,1,1,2018,0,1363446000
0,1,1,2014,0,1417878000
0,1,1,2015,0,1417878000
0,1,1,2016,0,1417878000
0,1,1,2017,0,1417878000
0,1,1,2018,0,1417878000
1,1,1,2016,0,1382799600
1,1,1,2017,0,1382799600
1,1,1,2018,0,1382799600
0,1,0,2014,0,1417878000
0,1,0,2015,0,1417878000
0,1,1,2016,0,1417878000
0,1,1,2017,0,1417878000
0,1,1,2018,0,1417878000
1,1,2,2016,1,1432566000
1,1,1,2015,0,1431183600
1,1,1,2016,0,1431183600
1,1,1,2017,0,1431183600
1,1,2,2018,0,1431183600
1,1,1,2016,1,1439132400
1,1,1,2017,1,1439132400
1,1,1,2018,1,1439132400
1,1,2,2016,0,1461423600
1,1,2,2017,0,1461423600
1,1,2,2018,0,1461423600
1,1,3,2018,0,1478358000
0,1,1,2018,0,1479567600
0,1,1,2017,0,1500130800
0,1,1,2018,0,1500130800
0,1,3,2017,0,1503759600
0,1,3,2018,0,1503759600
0,1,4,2017,0,1506178800
0,1,4,2018,0,1506178800
0,1,1,2018,0,1546095600
0,1,1,2018,0,1532790000
1,1,1,2018,0,1543676400
1,1,1,2019,1,1543676400
1,1,3,2019,0,1478358000
1,1,2,2019,1,1461423600
1,1,2,2019,0,1431183600
1,1,1,2019,0,1382799600
1,1,3,2019,0,1363446000
1,1,3,2019,0,1356879600
1,1,1,2019,0,1363446000
1,1,3,2019,0,1356879600
1,1,4,2019,0,1356879600
0,1,2,2019,0,1572706800
0,1,1,2019,0,1559401200
0,1,1,2019,0,1549724400
0,1,1,2019,0,1546354800
0,1,1,2019,0,1532790000
0,1,1,2019,0,1546095600
0,1,1,2019,0,1479567600
0,1,1,2019,0,1417878000
0,1,4,2019,0,1506178800
0,1,3,2019,1,1503759600
0,1,1,2019,0,1500130800
0,1,2,2019,0,1356879600
0,1,1,2019,0,1417878000
0,1,3,2019,0,1382799600
0,1,4,2019,0,1356879600
0,1,4,2019,0,1356879600
0,1,4,2019,0,1356879600
0,1,3,2019,0,1356879600
0,1,4,2020,0,1356879600
0,1,4,2020,0,1356879600
0,1,4,2020,0,1356879600
1,1,4,2020,1,1356879600
0,1,4,2020,0,1356879600
1,1,3,2020,0,1356879600
1,1,3,2020,0,1356879600
0,1,2,2020,1,1356879600
1,1,3,2020,0,1363446000
0,1,3,2020,0,1382799600
1,1,1,2020,0,1363446000
0,1,2,2020,0,1417878000
0,1,1,2020,0,1417878000
1,1,2,2020,0,1431183600
1,1,2,2020,0,1461423600
1,1,3,2020,0,1478358000
0,1,1,2020,0,1479567600
0,1,1,2020,0,1500130800
0,1,3,2020,0,1503759600
0,1,4,2020,0,1506178800
0,1,1,2020,0,1546095600
0,1,1,2020,0,1532790000
1,1,1,2020,0,1543676400
0,1,2,2020,0,1546354800
0,1,1,2020,0,1549724400
0,1,1,2020,0,1559401200
0,1,2,2020,1,1572706800
1,2,5,2013,1,1356879600
1,2,5,2014,1,1356879600
0,2,1,2015,0,1356879600
0,2,1,2016,0,1356879600
0,2,1,2017,0,1356879600
0,2,2,2018,0,1356879600
0,2,3,2016,0,1356879600
0,2,3,2017,0,1356879600
0,2,4,2018,0,1356879600
1,2,3,2014,0,1356879600
1,2,3,2015,0,1356879600
1,2,3,2016,0,1356879600
1,2,3,2017,0,1356879600
1,2,4,2018,0,1356879600
0,2,3,2016,0,1356879600
0,2,3,2017,0,1356879600
0,2,3,2018,0,1356879600
1,2,3,2015,0,1356879600
1,2,3,2016,0,1356879600
1,2,3,2017,0,1356879600
1,2,4,2018,0,1356879600
0,2,2,2013,1,1356879600
0,2,2,2014,1,1356879600
0,2,2,2015,1,1356879600
0,2,3,2013,0,1356879600
0,2,3,2014,0,1356879600
0,2,3,2015,0,1356879600
0,2,3,2016,0,1356879600
0,2,3,2017,0,1356879600
0,2,3,2018,0,1356879600
1,2,1,2014,1,1402153200
1,2,2,2015,1,1402153200
0,2,3,2015,0,1437231600
1,2,2,2017,0,1492873200
1,2,2,2018,0,1492873200
1,2,4,2018,0,1519484400
0,2,1,2018,0,1527951600
0,2,3,2018,0,1532790000
1,2,1,2019,0,1575126000
1,2,4,2019,0,1519484400
1,2,2,2019,0,1492873200
1,2,4,2019,0,1356879600
0,2,4,2019,0,1573916400
0,2,3,2019,0,1532790000
0,2,1,2019,0,1527951600
0,2,3,2019,0,1356879600
0,2,3,2019,0,1356879600
0,2,4,2019,0,1356879600
0,2,2,2019,0,1356879600
0,2,2,2020,0,1356879600
0,2,4,2020,0,1356879600
1,2,4,2020,0,1356879600
0,2,3,2020,0,1356879600
1,2,4,2020,0,1356879600
0,2,4,2020,0,1356879600
1,2,2,2020,0,1492873200
1,2,4,2020,0,1519484400
0,2,1,2020,0,1527951600
0,2,4,2020,0,1532790000
0,2,4,2020,0,1573916400
1,2,1,2020,1,1575126000
0,2,1,2020,0,1578754800
1,3,5,2013,1,1356879600
1,3,5,2014,1,1356879600
1,3,5,2015,1,1356879600
1,3,5,2016,1,1356879600
1,3,5,2017,1,1356879600
1,3,5,2018,1,1356879600
0,3,2,2016,1,1356879600
0,3,3,2017,1,1356879600
0,3,3,2018,1,1356879600
1,3,3,2013,0,1356879600
1,3,4,2014,0,1356879600
1,3,4,2015,0,1356879600
1,3,4,2016,0,1356879600
1,3,4,2017,0,1356879600
1,3,4,2018,0,1356879600
0,3,2,2013,0,1356879600
0,3,2,2014,0,1356879600
0,3,2,2015,0,1356879600
0,3,2,2016,0,1356879600
0,3,2,2017,0,1356879600
0,3,2,2018,0,1356879600
1,3,3,2016,1,1356879600
1,3,3,2017,1,1356879600
0,3,4,2013,0,1356879600
0,3,4,2014,0,1356879600
0,3,4,2015,0,1356879600
0,3,4,2016,0,1356879600
0,3,4,2017,0,1356879600
0,3,4,2018,0,1356879600
0,3,3,2013,0,1356879600
0,3,3,2014,0,1356879600
0,3,3,2015,0,1356879600
0,3,3,2016,0,1356879600
0,3,3,2017,0,1356879600
0,3,3,2018,0,1356879600
1,3,2,2013,0,1356879600
1,3,2,2014,0,1356879600
1,3,2,2015,0,1356879600
1,3,2,2016,0,1356879600
1,3,2,2017,0,1356879600
1,3,3,2018,0,1356879600
0,3,4,2013,0,1356879600
0,3,4,2014,0,1356879600
0,3,4,2015,0,1356879600
0,3,4,2016,0,1356879600
0,3,4,2017,0,1356879600
0,3,4,2018,0,1356879600
1,3,3,2013,1,1356879600
1,3,3,2014,1,1356879600
1,3,3,2015,1,1356879600
1,3,3,2016,1,1356879600
1,3,3,2017,1,1356879600
1,3,2,2013,0,1356879600
1,3,2,2014,0,1356879600
1,3,2,2015,0,1356879600
1,3,2,2016,0,1356879600
1,3,2,2017,0,1356879600
1,3,2,2018,0,1356879600
1,3,2,2014,0,1392649200
1,3,2,2015,0,1392649200
1,3,2,2016,0,1392649200
1,3,2,2017,0,1392649200
1,3,2,2018,0,1392649200
0,3,2,2014,0,1396105200
0,3,2,2015,0,1396105200
0,3,2,2016,0,1396105200
0,3,2,2017,0,1396105200
0,3,2,2018,0,1396105200
0,3,1,2016,0,1399734000
0,3,1,2017,0,1399734000
